#,id,product_name,product_name_synonyms,price,discontinued,release_date,key_binding,tags,features,keyboard_layout,keyboard_type,switch_options,multi_media_key_count,main_frame_material,key_cap_profile,stabilizer,reinforcing_plate,n_key_rollover,plug_and_play,polling_rate,support_platforms,battery_capacity,bluetooth_runtime,backlight_pattern,connection_method,supports_2_4ghz,dynamic_keystroke,hot_swap_socket,rapid_trigger,size,height_including_key_cap,height_not_including_key_cap,package_contents,warranty_period,weight,color,color_details
87,90,Q14 PRO MAX,"[""Q14 PRO MAX"", ""Q14 PRO 맥스"", ""Q14 프로 MAX"", ""Q14 프로 맥스"", ""Q14 맥스"", ""Q14 MAX"", ""Q14""]","315,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""바나나축"", ""96%"", ""컴팩트 풀배열"", ""알루미늄"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""30만원대""]",96% 컴팩트 풀배열,기계식 키보드,"[""게이트론 주피터 기계식 적축/바나나축""]",12,CNC 가공 알루미늄,이중사출 PBT/KSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz", MAC / IOS /  Windows / Android / Linux ,"4,000mAh","LED 최소 밝기: 약 100시간 / LED OFF: 약 180시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선 : 블루투스 5.1 & 2.4GHz,2.4GHz 지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,444.90 x 156.85 mm,정보 없음,프론트: 19.59mm / 리어: 33.17mm,"[""Q14 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 리시버 전용 연장 어댑터"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""Hex Key""]",1년,2450 ± 10g,"[""쉘 화이트"", ""카본 블랙""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
88,91,Q9 Knob Plus,"[""Q9 Knob Plus"", ""Q9 Knob 플러스"", ""Q9 노브 Plus"", ""Q9 노브 플러스"", ""Q9 Knob 플"", ""Q9""]","259,000",false,"",[],"[""K PRO"", ""바나나축"", ""40%"", ""울트라 미니"", ""기계식"", ""알루미늄"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""핫스왑""]","[""20만원대""]",40% 울트라 미니 배열,기계식 키보드,"[""키크론 K PRO 바나나축""]",정보 없음,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz ", MAC/ IOS / Windows / Android / Linux ,배터리 없음,블루투스 미지원,미지원,유선: USB Type-C 케이블,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,326 x 94.1 mm,정보 없음,프론트: 19.6mm / 리어: 30.7mm,"[""Q9 Knob Plus 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,1050 ± 10g,"[""쉘 화이트""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}]"
89,92,Q9 Knob,"[""Q9 Knob"", ""Q9 노브"", ""큐9 Knob"", ""Q9""]","259,000",false,"",[],"[""G PRO"", ""적축"", ""40%"", ""울트라 미니"", ""알루미늄"", ""볼트 타입 PCB"", ""무한 동시 입력"", ""유선"", ""핫스왑""]","[""20만원대""]",40% 울트라 미니 배열,기계식 키보드,"[""키크론 G PRO 적축""]",정보 없음,CNC 가공 알루미늄,이중사출 PBT/OSA프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz ", MAC/ IOS / Windows / Android / Linux ,배터리 없음,블루투스 미지원,미지원,유선: USB Type-C 케이블,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,326 x 94.1 mm,정보 없음,프론트: 19.6mm / 리어: 30.7mm,"[""Q9 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,1050 ± 10g,"[""쉘 화이트""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}]"
90,93,Q60 PRO MAX,"[""Q60 PRO MAX"", ""Q60 PRO 맥스"", ""Q60 프로 MAX"", ""Q60 프로 맥스"", ""Q60 MAX"", ""Q60 맥스"", ""Q60""]","309,000",false,"",[],"[""게이트론"", ""주피터"", ""적축"", ""바나나축"", ""60%"", ""미니"", ""해피해킹"", ""HHKB"", ""기계식"", ""알루미늄"", ""볼트 타입 PCB"", ""스틸"", ""유선"", ""무선"", ""블루투스"", ""2.4GHz"", ""블투"", ""무한 동시 입력"", ""핫스왑""]","[""30만원대""]",60% 미니(HHKB),기계식 키보드,"[""게이트론 주피터 적축"", ""게이트론 주피터 바나나축""]",12,CNC 가공 알루미늄,염료 승화 PBT / Cherry 프로파일/ 영문: 이중사출,볼트 타입 PCB 체결,Steel 플레이트,유선: 무한 동시 입력/무선: 무한 동시 입력,Plug & Play 지원,무선 2.4gHz & 유선: 1000HZ/블루투스: 90Hz,MAC OS/ Windows / Linux/ Android/ IOS,"4,000mAh","LED 최소 밝기: 약 30시간, LED OFF: 약 180시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",USB Type-C 케이블 ,정보 없음,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,303.4 X 121mm,프론트: 19.5mm / 리어: 33.6mm,정보 없음,"[""Q60 Pro MAX"", ""알루미늄 프레임"", ""PCB"", ""스틸 보강판"", ""흡음제"", ""IXPE 폼"", ""PET 폼"", ""Latex 폼"", ""하부 Acoustic 폼"", ""하부 PET 필름"", ""가스켓(10개 조립, 2개 동봉) X 12"", ""스태빌라이저 3개"", ""이중사출 PBT 키캡"", ""스위치"", """", ""USB Type C to C 케이블"", ""USB Type A to C 젠더"", ""무선 2.4GHz 리시버 전용 연장 어댑터"", """", ""Type-A 2.4GHz 리시버"", """", ""스위치 리무버"", ""키캡 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1519 ± 10g,"[""레트로""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}]"
91,94,V3 PRO MAX Retro,"[""V3 PRO MAX Retro"", ""V3 PRO MAX 레트로"", ""V3 PRO 맥스 Retro"", ""V3 프로 MAX Retro"", ""V3 프로 맥스 Retro"", ""V3 프로 맥스 레트로"", ""V3 MAX Retro"", ""V3 맥스 Retro"", ""V3 맥스 레트로"", ""V3 MAX 래트로"", ""V3""]","169,000",false,"",[],"[""K PRO"", ""저소음 적축"", ""저소음 갈축"", ""바나나축"", ""80%"", ""텐키리스"", ""기계식"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대""]",80% 텐키리스,기계식 키보드,"[""K PRO 저소음적축/저소음갈축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,366.7 x 140.56 mm,정보 없음,프론트: 22.04mm / 리어: 30.05mm,"[""V3 PRO MAX Retro 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,696 ± 10g,"[""레트로""]","[{""colorName"": ""레트로"", ""releaseDate"": """"}]"
92,95,Q65 PRO MAX,"[""Q65 PRO 맥스"", ""Q65 PRO MAX"", ""Q65 프로 MAX"", ""Q65 프로 맥스"", ""Q65 MAX"", ""Q65 맥스"", ""Q65""]","309,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""바나나축"", ""갈축"", ""65%"", ""울트라 컴팩트"", ""알루미늄"", ""볼트 타입 PCB"", ""스틸"", ""유선"", ""무선"", ""블루투스"", ""2.4GHz"", ""블투"", ""무한 동시 입력"", ""핫스왑""]","[""30만원대""]",65%  울트라 컴팩트 배열,기계식 키보드,"[""게이트론 주피터 기계식 스위치 적축/바나나축/갈축""]",12,CNC 가공 알루미늄,이중사출 PBT/체리프로파일(영문: 이중사출),볼트 타입 PCB 체결,스틸,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz / 무선: 2.4GHz", MAC / IOS /  Windows / Android / Linux ,"4,000mAh","LED 최소 밝기: 약 30시간 / LED OFF: 약 180시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선 : 블루투스 5.1 & 2.4GHz,2.4GHz 지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,363 x 121 mm,정보 없음,프론트: 20mm / 리어: 33.6mm,"[""Q65 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 리시버 전용 연장 어댑터"", ""Type-A 2.4GHz 리시버"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,2420 ± 10g,"[""쉘 화이트"", ""카본 블랙""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
93,96,V3 PRO MAX,"[""V3 PRO MAX"", ""V3 PRO 맥스"", ""V3 프로 MAX"", ""V3 프로 맥스"", ""V3 MAX"", ""V3 맥스"", ""V3""]","169,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""갈축"", ""바나나축"", ""K PRO"", ""저소음 적축"", ""저소음 갈축"", ""80%"", ""텐키리스"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""pc"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""2.4GHz"", ""블투"", ""핫스왑""]","[""10만원대"", ""듀얼리시버제공"", ""노브""]",80% 텐키리스,기계식 키보드,"[""게이트론 주피터 기계식 적축/갈축/바나나축"", ""K PRO 저소음적축/저소음갈축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,366.7 x 140.56 mm,정보 없음,프론트: 22.04mm / 리어: 30.05mm,"[""V3 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,696 ± 10g,"[""카본 블랙"", ""화이트"", ""레트로""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""카본 블랙"", ""releaseDate"": """"}, {""colorName"": ""레트로"", ""releaseDate"": """"}]"
94,97,V2 PRO MAX,"[""V2 PRO MAX"", ""V2 PRO 맥스"", ""V2 프로 MAX"", ""V2 프로 맥스"", ""V2 MAX"", ""V2 맥스"", ""V2""]","159,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""바나나축"", ""65%"", ""울트라 컴팩트"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대""]",65% 울트라 컴팩트 배열,기계식 키보드,"[""게이트론 주피터 기계식 바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,329.9 x 123.3 mm,정보 없음,프론트: 23mm / 리어: 29.4mm,"[""V2 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,696 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
95,98,V1 PRO MAX,"[""V1 PRO MAX"", ""V1 MAX"", ""V1 PRO"", ""V1 PRO 맥스"", ""V1 프로 MAX"", ""V1 프로 맥스"", ""V1 맥스"", ""V1""]","159,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""갈축"", ""바나나축"", ""75%"", ""컴팩트 텐키리스"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""유선"", ""무선"", ""2.4GHz"", ""무한 동시 입력"", ""핫스왑""]","[""10만원대"", ""듀얼리시버제공"", ""노브""]",75% 컴팩트 텐키리스,기계식 키보드,"[""게이트론 주피터 기계식 적축/갈축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,328.5 x 148.7 mm,정보 없음,프론트: 21.5mm / 리어: 29.4mm,"[""V1 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,770 ± 10g,"[""쉘 화이트""]","[{""colorName"": ""쉘 화이트"", ""releaseDate"": """"}, {""colorName"": ""래트로"", ""releaseDate"": """"}]"
96,99,V2 Knob,"[""V2 Knob"", ""V2 노브"", ""V2""]","159,000",false,"",[],"[""K PRO"", ""기계식"", ""적축"", ""65%"", ""울트라 컴팩트"", ""ABS"", ""볼트 타입 PCB"", ""유선"", ""무한동시입력"", ""핫스왑""]","[""10만원대""]",65% 울트라 컴팩트,기계식 키보드,"[""키크론 K-PRO 기계식 적축 스위치""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,329.9 x 123.3 mm,프론트: 29.6mm / 리어: 37.5mm,정보 없음,"[""V2 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,855 ± 10g,"[""프로스트 블랙(반투명)""]","[{""colorName"": ""프로스트 블랙(반투명)"", ""releaseDate"": """"}]"
97,100,V6 PRO MAX,"[""V6 PRO MAX"", ""V6 PRO 맥스"", ""V6 프로 MAX"", ""V6 프로 맥스"", ""V6 MAX"", ""V6 맥스"", ""V6""]","164,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""바나나축"", ""100%"", ""풀배열"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""무한 동시 입력"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대"", ""C타입리시버"", ""A타입리시버"", ""듀얼리시버제공"", ""노브""]",100% 풀배열,기계식 키보드,"[""게이트론 주피터 기계식 적축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,447.9 x 149 mm,정보 없음,프론트: 22.04mm / 리어: 30.05mm,"[""V6 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,1110 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}, {""colorName"": ""레트로"", ""releaseDate"": """"}, {""colorName"": ""쉘 화이트"", ""releaseDate"": """"}]"
98,101,V8 PRO MAX,"[""V8 PRO MAX"", ""V8 PRO 맥스"", ""V8 프로 MAX"", ""V8 프로 맥스"", ""V8 맥스"", ""V8 MAX"", ""V8""]","169,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""바나나축"", ""65%"", ""울트라 컴팩트"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대"", ""엘리스"", ""앨리스""]",65% 엘리스 울트라 컴팩트,기계식 키보드,"[""게이트론 주피터 기계식 바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,359.5 x 138 mm,정보 없음,프론트: 22mm / 리어: 29.5mm,"[""V8 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,745 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
99,102,V5 PRO MAX,"[""V5 PRO MAX"", ""V5 PRO 맥스"", ""V5 프로 MAX"", ""V5 프로 맥스"", ""V5 MAX"", ""V5 맥스"", ""V5""]","164,000",false,"",[],"[""게이트론"", ""주피터"", ""기계식"", ""적축"", ""바나나축"", ""96%"", ""컴팩트 풀배열"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대""]",96% 컴팩트 풀배열,기계식 키보드,"[""게이트론 주피터 기계식 적축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,391.5 x 148.7 mm,정보 없음,프론트: 21.5mm / 리어: 29.4mm,"[""V5 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,925 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
100,103,V4 PRO MAX,"[""V4 PRO MAX"", ""V4 PRO 맥스"", ""V4 프로 MAX"", ""V4 프로 맥스"", ""V4 MAX"", ""V4 맥스"", ""V4""]","139,000",false,"",[],"[""게이트론"", ""주피터"", ""갈축"", ""바나나축"", ""기계식"", ""적축"", ""60%"", ""미니"", ""HHKB"", ""해피해킹"", ""ABS"", ""플라스틱"", ""볼트 타입 PCB"", ""PC"", ""폴리카보네이트"", ""유선"", ""무선"", ""블루투스"", ""블투"", ""2.4GHz"", ""핫스왑""]","[""10만원대""]",60% 미니,기계식 키보드,"[""게이트론 주피터 기계식 적축/갈축/바나나축""]",12,ABS 플라스틱,이중사출 PBT/OSA 프로파일(영문: 이중사출),볼트 타입 PCB 체결,PC(폴리카보네이트),유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 1,000Hz / 무선: 2.4GHz", MAC/ IOS / Windows / Android / Linux ,4000mAh,LED 최소 밝기: 약 100시간 / LED OFF: 약 225시간 ,"RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선: 블루투스 5.1 / 2.4GHz 무선,2.4GHz 지원,미지원,지원,미지원,305 x 123.1 mm,정보 없음,프론트: 28mm / 리어: 33.7mm,"[""V4 PRO MAX 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""무선 2.4GHz 동글 전용 연장 어댑터"", ""Type-A 2.4GHz 동글"", ""Type-C 2.4GHz 동글"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치""]",1년,645 ± 10g,"[""카본 블랙""]","[{""colorName"": ""카본 블랙"", ""releaseDate"": """"}]"
101,104,81 PRO,"[""81 PRO"", ""81 프로"", ""팔일 PRO"", ""팔일 프로"", ""81""]","315,000",false,"",[],"[""겨울 모닥불축"", ""여름 산들바람축"", ""75%"", ""컴팩트 텐키리스"", ""기계식"", ""알루미늄"", ""볼트 타입 PCB"", ""유선"", ""무선"", ""무한 동시 입력"", ""핫스왑"", ""모닥불"", ""산들"", ""바람"", ""모닥불축"", ""산들바람축""]","[""30만원대"", ""엘리스"", ""앨리스""]",75% 엘리스 컴팩트 텐키리스 배열,기계식 키보드,"[""키크론 겨울 모닥불 축"", ""키크론 여름 산들바람 축""]",12,CNC 가공 알루미늄,이중사출 PBT(영문: 이중사출),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력 / 무선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz / 블루투스: 90Hz", MAC / IOS /  Windows / Android / Linux ,"4,000mAh","LED 최소 밝기: 약 100시간 / LED OFF: 약 300시간
(작동 시간은 사용환경에 따라 다를 수 있습니다.)","RGB 22종 - 4단계 밝기 조절, 정방향 배열",유선: USB Type-C 케이블 / 무선 : 블루투스 5.1,미지원,미지원,MX 스타일 3pin&5pin 호환 핫스왑 소켓,미지원,338.3 x 150.5 mm,프론트: 20.3mm / 리어: 31.82mm,정보 없음,"[""81 PRO 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 젠더"", ""키캡 리무버"", ""스위치 리무버"", ""육각렌치"", ""윈도우용 교체 키캡""]",1년,1887 ± 10g,"[""다크 그레이""]","[{""colorName"": ""다크 그레이"", ""releaseDate"": """"}]"
102,105,V5 Knob,"[""V5 Knob"", ""V5 노브"", ""V5""]","164,000",false,"",[],"[""K PRO"", ""기계식"", ""핫스왑"", ""적축"", ""청축"", ""갈축"", ""96%"", ""컴팩트 풀배열"", ""ABS"", ""볼트 타입 PCB"", ""유선"", ""무한 동시 입력""]","[""10만원대""]",96% 컴팩트 풀배열,기계식 키보드,"[""키크론 K-PRO 기계식 핫스왑 스위치(적축/청축/갈축)""]",12,ABS,이중사출 PBT/OSA 프로파일(영문: 이중사출/한글: 레이저 각인),볼트 타입 PCB 체결,정보 없음,유선: 무한 동시 입력,Plug & Play 지원,"유선: 1,000Hz", MAC / Windows / Linux ,배터리 없음,블루투스 미지원,정방향 배열,유선: USB Type-C 케이블,미지원,미지원,지원,미지원,388.87 x 142.3 mm,프론트: 28.54mm / 리어: 37.52mm,정보 없음,"[""V5 Knob 키보드"", ""USB Type C to C 케이블"", ""USB Type C to A 어댑터"", ""키캡 리무버"", ""스위치 리무버"", ""스크류 드라이버"", ""육각 렌치"", ""윈도우용 교체 키캡""]",1년,1170 ± 10g,"[""프로스트 블랙""]","[{""colorName"": ""프로스트 블랙"", ""releaseDate"": """"}]"
