#,inquiry_no,brand_channel,internal_product_code,inquiry_category,title,inquiry_content,inquiry_registration_date_time,customer_id,customer_name,order_id,naver_product_no,product_name,product_order_option,answer_content,answered,ai_answer_generated,cs_reviewed,processing_status,created_at,updated_at
11,302334196,KEYCHRON,,반품,반품수거,반품신청 했는데 수거를 안해가시네요,2024-10-05 09:19:37,jazz****,남*문,2024092946859101,10310851315,키크론 레모키 L1 알루미늄 핫스왑 RGB 무선 커스텀 기계식 키보드 Lemokey,옵션 선택: 영문각인｜실버 바나나축,"안녕하세요 고객님 키크론 입니다

해당건 기사님 방문하여 금일 수거 진행된것으로 확인됩니다! 
수거되지않은경우 말씀해주시면 재회수접수 도와드리겠습니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
12,302345472,KEYCHRON,,환불,주문취소방법,오늘 주문했었는데 취소하려니 취소버튼이 보이지 않네요. 취소방법을 알려주세요.~,2024-10-05 16:07:44,myma***,김*위,2024100585484961,6363245443,키크론 LP 옵티컬 스위치 오렌지축 90Pcs 핫스왑 교체용 로우프로파일,,"안녕하세요 고객님 키크론 입니다

해당 주문건은 이미 배송이 시작되어 취소가 어려운 점 양해 부탁드립니다 ㅠ.ㅠ
수령 후 반품으로 접수 가능합니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
13,302349001,KEYCHRON,,기타,취소 불가 시,취소 불가 시 블랙그레이로 색상 변경해서 배송 가능할까요?,2024-10-05 18:17:03,ligo****,박*영,2024100590421531,10477657624,키크론 B1 PRO 매크로 4in1 블루투스 무선 슬림 키보드 미니배열 멀티페어링 키스킨,옵션 선택: 바닐라크림,"안녕하세요 고객님 키크론 입니다

아쉽게도 상품은 옵션변경이 어려우며 취소 후 재주문으로 해주셔야하나 배송되어 취소가 어려운 점 양해 부탁드립니다 ㅠ.ㅠ...
옵션 변경시 반품 후 재주문으로 가능해요 🙏 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
14,302350980,KEYCHRON,,기타,mac pc와 키보드 연결시 backtick키 인식 안됨,"몇일 전에 키보드를 샀는데
맥pc랑 연결하고 backtick(‘) 키 인식이 안되는데 되게 하려면 어떻게 해야하나요",2024-10-05 19:36:51,kyun*****,박*희,2024100112033801,10801190702,[체감가12만9천원] 키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실 저소음 기계식 키보드,프레임 선택: 쉘 화이트 / 스위치 선택: 저소음적축 (보글보글💗) / 🔥신상위크 선착순 혜택🔥: 선택안함,"안녕하세요 고객님 키크론 입니다

전화드렸으나 부재로 답글 남겨드립니다 ㅠ.ㅠ
맥에서만 인식이 안되는건지 해당 키만 인식이 안되는건지 확인 부탁드립니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
15,302362740,KEYCHRON,,교환,z키 입력이 잘되지 않아 교환 신청했습니다,"어제 2개를 구매하여 하나만 개봉하였으나  
z키 입력이 안되어서 교환 신청을 했는데 불량인 1개만 보내면 되는건가요?",2024-10-06 12:38:24,hyo3***,박*상,2024100580864461,10481603447,"키크론 레모키 X3 매크로 게이밍 키보드 블랙 + N포인트 5,000원",옵션 선택: 블랙 적축,"안녕하세요 고객님 , 키크론 입니다

받아보신 상품에 불편을 드려 죄송합니다 ㅠㅠ
해당건 입고되면 검수 후 빠른 처리 도와드리겠습니다
1개만 포장해서 전달 부탁드립니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
16,302372264,KEYCHRON,,환불,쿠폰 안넣고 주문해서 취소드리고 재 주문했습니다.,"취소 부탁드리고 , 뒤에 주문한 쿠폰 적용된걸로 출고 부탁드립니다.
월요일 도착 보장이던데 당일 받을 수 있는건가요?
",2024-10-06 21:08:01,jinh*****,한*성,2024100621125051,10949971079,키크론 K10 PRO MAX 블랙 무선 2.4G 매크로 사무실 풀 저소음 기계식 키보드,프레임 선택: 카본 블랙 / 스위치 선택: 저소음적축 (보글보글💗),"안녕하세요 고객님 키크론 입니다

네에 해당 주문건 취소처리 도와드렸습니다 💕 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
17,302375897,KEYCHRON,,교환,교환 철회 관련입니다.,교환 철회 요청드립니다.,2024-10-07 01:04:32,kyj3***,김*주,2024100587205391,10801189788,[체감가 13.4만원] 키크론 K8 PRO MAX 무선 5in1 2.4G 매크로 텐키리스 저소음 기계식 키보드,프레임 선택: 레트로 / 스위치 선택: 저소음바나나축 (몽글몽글💓),"안녕하세요 고객님 키크론 입니다

네 ! 해당 주문건 교환철회 되었습니다 💕 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
18,302379778,KEYCHRON,,환불,환불 요청 관련,환불 처라 언제쯤 되나요?,2024-10-07 08:44:58,hwan*******,황*양,2024092144719421,10077153353,키크론 Q6 PRO MAX 알루미늄 RGB 무선 커스텀 기계식 키보드 핫스왑 블루투스,프레임 선택: 쉘화이트｜KSA 키캡｜한영각인 / 스위치 선택: 저소음적축,"안녕하세요 고객님 , 키크론 입니다

수요일접수해드린 반품건 금요일 입고 예상되며 
이후 1~2일 내에 검수해서 환불처리 도와드리고있습니다! 
오늘 내일 처리 예정입니다 빠른 처리 되도록 하겠습니다

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
19,302389037,KEYCHRON,,기타,해당 주문취소,해당 주문 취소 확인 바랍니다,2024-10-07 11:06:43,rjtl****,강*선,2024100621027521,10481603447,"키크론 레모키 X3 매크로 게이밍 키보드 블랙 + N포인트 5,000원",옵션 선택: 블랙 적축,"안녕하세요 고객님 키크론 입니다

네 ! 해당 주문건 환불 완료 되었습니다

감사합니다  ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
20,302401477,KEYCHRON,,상품,타자 딜레이 현상,"해당 제품 받아서 오늘 박스 버리고 첫 사용 했습니다. 근데 사용 중에 키입력에 딜레이가 있다는 것을 발견 했어요. 원 이라는 단어를 칠 때 ㅜ에서 ㅓ로 넘어갈 때 딜레이가 엄청 심합니다. 심지어 2번 입력해야 입력이 완료가 되는데, 이거 원래의 제품 결함인가요 아니면..제가 받은 제품이 문제가 있는 건가요? 제대로 된 제품을 다시 보내주시기 바랍니다. 해당 제품 쓰기에 너무 하자가 큽니다.
",2024-10-07 14:05:46,icew*****,김*운,2024100468453441,10477665674,키크론 B6 PRO 무선 무소음 키보드 2.4G 매크로 지원 조용한 사무용 저소음 키보드,옵션 선택: B6 PRO (1년에 2번 충전+매크로지원) / 색상 선택: 스페이스 그레이💖,"안녕하세요 고객님
키크론 입니다.

해당 문의 톡톡으로도 남겨 주셔서 톡톡으로 안내 드리겠습니다!
즐거운 하루 보내세요! 문의 주셔서 감사합니다🎵",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
21,302402878,KEYCHRON,,상품,블루투스 연결 시 입력 딜레이,K8 Pro SE를 사용하다가 오늘부터 K8 MAX 사용하는데 블투로 연결했을 때 키입력 딜레이가 상당히 심하네요.. 기기 결함일까요? ㅠ ,2024-10-07 14:26:16,bugs******,유*훈,2024100463549211,10801189788,키크론 K8 PRO MAX 무선 5in1 2.4G 매크로 텐키리스 저소음 기계식 키보드,프레임 선택: 레트로 / 스위치 선택: 저소음화이트축 (살랑살랑💙),"안녕하세요 고객님
키크론 입니다.

먼저 불편을 드려 정말 죄송합니다 8ㅅ8..!
블루투스 신호에 간섭이 생기시는 것 같은데 아래의 방법대로 확인 후에도 간섭이 생기신다면 영상 촬영 후 AS 접수 해주시면 최대한 빠르게 확인 해드리겠습니다!🙏💛

블루투스 간섭 확인 방법 :
키크론 공식 홈페이지 > 고객지원 > FAQ > 블루투스 검색

AS 접수 방법
키크론 공식 홈페이지 > 고객지원 > AS/교환/반품 접수 

즐거운 하루 보내세요! 문의 주셔서 감사합니다🎵",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
22,302407982,KEYCHRON,,교환,반품으로 교환으로 전환 부탁,애초 제가 필요한 상품인 PR54가 없는데 사진만 보고 신청했다가 확인할 때까지 필요한 상품이 없어서 반품요청했습니다. 그런데 지금 확인해보니 신상품으로 PR54가 있어 다시 PR54로 교환신청하니 처리해주십시오. 부탁합니다.,2024-10-07 15:45:10,soce*****,전*현,2024100230241701,10714447524,키크론 앨리스 실리콘 팜레스트 인체공학 키보드 손목 받침대 패드 쿠션 보호 만능 호환,컬러 선택: 블랙 / 옵션 선택: (PR52) 풀배열용 (44.7cm),"안녕하세요 고객님
키크론 입니다.

네 교환으로 변경 후 담당 부서에 전달하였습니다. :D
즐거운 하루 보내세요! 문의 주셔서 감사합니다🎵",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
23,302424232,KEYCHRON,,교환,교환에서 반품으로 변경요청,교환요청에사 반품으로 변경가능할까요??,2024-10-07 21:20:23,56****,정*미,2024100234501191,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실 저소음 기계식 키보드,옵션 선택: PRO MAX / 프레임 선택: 레트로 / 스위치 선택: 저소음적축 (보글보글💗),"안녕하세요 고객님 키크론 입니다 

앗 해당건 교환비용이 결제되어있어 반품으로 변경이 어렵다보니 교환철회처리 도와드렸습니다 ! 
반품으로 재접수해주시면 되어요 😊❤ 

감사합니다 ",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
24,302443435,KEYCHRON,,반품,반품문의,"포장뜯은상태인데 반품가능한가요?
사용은 하지 않았습니다",2024-10-08 11:38:50,io****,최*훈,2024092677829241,10801190702,[체감가12만9천원] 키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실 저소음 기계식 키보드,프레임 선택: 쉘 화이트 / 스위치 선택: 저소음바나나축 (몽글몽글💓) / 🔥신상위크 선착순 혜택🔥: 키크론 M2 마우스 (색상 랜덤),"안녕하세요 고객님
키크론 입니다.

미개봉제품에 대하여 단순반품&환불은 검수과정을 거치지 않고 빠르게 진행될 수 있으나
개봉 후 환불의 경우 본품 자체의 훼손이나 사용 후 반품이 되는 경우가 있어 텍스트 상으로 정확한 안내는 어렵습니다..😥
다만 개봉 후 제품을 단순 내용물을 확인하기 위해 포장만 훼손된 경우 입고시 검수 후 반품이 가능한 점 참고 부탁드립니다!
문의 주셔서 감사합니다 :)
",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
25,302469753,KEYCHRON,,교환,교환제품이 안왔어요,"제품이 안 왔는데 배송완료 처리되어있어요
확인 부탁드립니다",2024-10-08 20:18:50,irs_****,노*주,2024092938793121,8451254014,키크론 Q11 Knob 노브 RGB 알루미늄 커스텀 기계식 키보드 핫스왑 스플릿 분리형,옵션 선택: 타입 B｜영문각인 적축,"안녕하세요 키크론입니다.

고객님의 주문상태는 [수거완료]로 아직 처리 이전으로 확인되며,
담당자가 교환관련 안내를 위해 고객님의 연락처로 통화를 시도하였으나
없는번호로 확인된다합니다ㅠㅠ(고객님께서 남겨주신 연락처 : 010-7441-2408)
연락처를 남겨주시면 담당자에게 전달드려 빠른 안내 진행 될 수 있도록 하겠습니다.
감사합니다!",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
26,302470772,KEYCHRON,,기타,키크론 레모키X3 VIA호환, VIA 호환이되질 않습니다. 페어링은 되었다고 뜨는데 키패핑 창이 안떠요,2024-10-08 20:44:54,neoh******,김*혁,2024100737553851,10481603447,"키크론 레모키 X3 매크로 게이밍 키보드 블랙 + N포인트 5,000원",옵션 선택: 블랙 적축,"안녕하세요 키크론입니다.

VIA또는 키크론 런처의 경우 크롬에서 가장 원활한 이용이 가능합니다!
구글 크롬 브라우저를 통해 접속을 권장드리며,
VIA에서 연결이 되지 않는 경우 아래 레모키 런처를 통하여 접속 후 키 매핑을 시도 부탁드립니다💛[https://launcher.lemokey.com/#/keymap]
감사합니다!",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
27,302471475,KEYCHRON,,배송,"오늘 도착배송이라고 해서 주문했는데, 언제 도착하는지 궁금합니다","오늘(10.8) 도착배송이라고 해서 주문했는데, 언제 도착하는지 궁금합니다",2024-10-08 21:04:39,tigr*******,한*원,2024100853582731,6153621276,키크론 K3 레트로 화이트 SE 2.4G 매크로 슬림 로우 프로파일 무선 기계식 키보드,옵션 선택: 적축,"안녕하세요 키크론입니다!

우선 늦어진 배송 일정 관련으로 불편을 드려 죄송합니다ㅠㅠ
10월 10일 현재 기준 서대문에 도착한것으로 확인되며, 도착보장서비스를 운영하는 네이버 및 Cj대한통운측으로 배송 일정이 정확하게 안내될 수 있도록 개선요청 하겠습니다!
혹시라도 불편사항이 있으시거나, 오늘도 제품을 수령하지 못하시는 경우 언제든 연락 주세요.
감사합니다!",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
28,302477693,KEYCHRON,,기타,키크론 M3 충전중 파손 문제,충전중 배터리에서 문제로 연기와 타는 냄새가 발생했어요. 이후 전원이 안켜지고 사용이 불가함니다. 환불 요청 합니다. 필요하면 제품은 보내겠습니다.,2024-10-09 04:17:49,di****,이*엽,2024062754648861,8450405762,키크론 M3 초경량 옵티컬 무선 마우스 2.4GHz 블루투스 C타입 동글 애플 맥북 PC,옵션 선택: 블랙,"안녕하세요 키크론입니다!

우선 제품 관련으로 불편을 드려 정말 죄송합니다! 많이 놀라셨겠어요😥
구매일이 꽤 지나 고객님의 정보가 없어서 먼저 연락드릴수가 없네요ㅠ_ㅠ
번거로우시겠지만 빠른 처리를 위하여 아래 경로로 구매내역과 증상의 사진을 포함하여 접수 해주시기를 부탁드립니다!

키크론 공식 홈페이지 - 고객지원 - AS/교환/반품 접수에 구매내역과 증상의사진 첨부하여 접수 부탁 드립니다.
[https://keychron.kr/as/]
문의 주셔서 감사합니다 :)
",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
29,302484237,KEYCHRON,,교환,불량품입니다. 교환해주세요.,받침대가 수평이 안맞아서 덜그럭 거려요. 고무 패드가 하나 떨어져요. 고무패드 사이로 종이 뭉텅이 보여요. 휜 나무 억지로 고무패드 사이에 종이끼워서 만들어져있어요. 대 실망입니다. 정상품으로 교환해줘요.,2024-10-09 11:32:24,oseo******,최*성,2024100747035561,5152196083,키크론 팜레스트 호두나무 원목 손목 받침대,필수 선택: 8) PR11,"안녕하세요 키크론입니다!

우선 제품 관련 불편을 드려 죄송합니다ㅠㅠ
현재 고객님의 상태는 [구매확정]으로 교환신청이 불가하여, 번거로우시겠지만 네이버 톡톡으로 고객님의 성함/주소/연락처와 팜레스트의 사진을 함께 보내주시면 확인 후 안내 도움드리겠습니다!
감사합니다!",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
30,302484938,KEYCHRON,,반품,포장미비로 취소처리 재접수,포장미비로 취소처리되었다는데 재접수 할수있는부분이 없어서 문의드립니다. 재접수요청드려요,2024-10-09 11:58:15,56****,정*미,2024100234501191,10801190702,키크론 K10 PRO MAX 무선 2.4G 풀배열 매크로 사무실 저소음 기계식 키보드,옵션 선택: PRO MAX / 프레임 선택: 레트로 / 스위치 선택: 저소음적축 (보글보글💗),"안녕하세요 키크론입니다.

네! 수거 재 접수 진행해드리겠습니다💗
즐거운 하루 보내세요. 감사합니다!",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
31,302486144,KEYCHRON,,기타,키보드 고장 문제,"안녕하세요, 8월 25일에 키보드 구매하여 8월 27일에 키보드 수령했습니다.

수령하자마자 블루투스 연결 이상 문제로 상품 QnA 게시판에 문의글 남겼고, 이후에 사용 하다가 1달만에 키보드 자체가 고장이 난 것 같습니다. 키보드에 caps lock 버튼 아래/ 숫자키 1 2 3 4 아래 led 전부 들어오질 않네요. 충전 케이블 연결시 충전 표시는 뜨는 것 같기는 합니다.

키보드에 액체류를 흘리거나 충격을 가한 적 일절 없구요. 키보드 수리와 같은 조치를 취하고 싶은데, 어떻게하면 될까요?",2024-10-09 12:43:20,wjdr*******,정*희,2024082513952091,6153621276,키크론 K3 레트로 화이트 SE 2.4G 매크로 슬림 로우 프로파일 무선 기계식 키보드,옵션 선택: 적축,"안녕하세요 고객님
키크론 입니다.

번거로우시겠지만 아래 경로로 접수 해주시면 확인하여 처리 드리겠습니다.

키크론 공식 홈페이지 - 고객지원 - AS/교환/반품 접수에 구매내역과 증상의사진 첨부하여 접수 부탁 드립니다.
(https://keychron.kr/as/)

문의 주셔서 감사합니다 :)",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
32,302489819,KEYCHRON,,기타,알루미늄 AS,알루미늄이 살짝 찌그러졌는데 해당 부분 유상 AS도 가능할까요?,2024-10-09 15:14:32,fory******,이*람,2023061524571981,7889631556,키크론 Q60 레트로 알루미늄 커스텀 기계식 키보드 영문각인,옵션 선택: 갈축,"안녕하세요 고객님
키크론 입니다.

번거로우시겠지만 아래 경로로 접수 해주시면 확인하여 안내 드리겠습니다.

키크론 공식 홈페이지 - 고객지원 - AS/교환/반품 접수에 구매내역과 사진을 첨부하여 접수 부탁 드립니다.
[https://keychron.kr/as/]

문의 주셔서 감사합니다 :)",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
33,302494339,KEYCHRON,,환불,제품 주문취소 문의 드립니다,안녕하세요 해당제품 주문 했다가 핫스왑 미지원 이라고 되있어서 키크론 제품중에 핫스왑 지원되는 제품으로 재주문 하려고 합니다. 주문취소 승인 부탁드릴께요~,2024-10-09 18:29:28,eunh******,최*희,2024100986647241,9440641240,키크론 K17 PRO MAX 슬림 RGB 핫스왑 무선 커스텀 기계식 키보드 컴팩트풀배열,옵션 선택: 영문각인｜갈축 (핫스왑 미지원),"안녕하세요 키크론입니다.

취소 완료되었습니다!
즐거운 하루 보내세요:)",true,false,false,pending,2025-10-02 09:32:23,2025-10-02 09:32:23
